cycle,run_name,prey_model_path,predator_model_path,seed,steps_ran,csv_path,mean_prey_population,mean_predator_population,final_prey_population,final_predator_population,prey_population_cv,predator_population_cv,prey_oscillation_period,predator_oscillation_period,system_survival_fraction,system_extinction_step,coexistence_score_mean,coexistence_score_min,coexistence_score_final,prey_birth_rate,predator_birth_rate,predation_rate,prey_death_rate,predator_death_rate,mean_prey_lifespan,mean_predator_lifespan,cumulative_predation_events,cumulative_prey_births,cumulative_predator_births,cumulative_prey_deaths,cumulative_predator_deaths
2,cycle2_seed41,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,83,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed41__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,272.2055,79.3055,337,1,0.4351,0.8679,8.1,49.2,1.0,0,0.5158,0.0,0.0,2.348,0.1215,2.1945,2.1945,0.126,124.0,629.4,4389,4696,243,4389,252
2,cycle2_seed42,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,84,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed42__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,289.016,117.5885,337,48,0.292,0.5041,8.1,88.6,1.0,0,0.5907,0.0,0.0,4.0945,0.176,3.941,3.941,0.157,73.3,749.0,7882,8189,352,7882,314
2,cycle2_seed43,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,85,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed43__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,329.063,5.0215,337,1,0.1371,1.0714,220.1,0.0,1.0,0,0.0089,0.0,0.0,0.213,0.0025,0.0595,0.0595,0.007,5530.5,717.4,119,426,5,119,14
2,cycle2_seed44,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,86,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed44__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,326.5315,5.228,337,1,0.1596,0.7938,0.0,0.0,1.0,0,0.0112,0.0,0.0,0.214,0.001,0.0605,0.0605,0.0055,5397.2,950.5,121,428,2,121,11
2,cycle2_seed45,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,87,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed45__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,329.2315,5.2385,337,0,0.1348,0.7283,138.7,0.0,0.746,1493,0.0068,0.0,0.0,0.1945,0.002,0.041,0.041,0.007,8030.0,1003.2,82,389,4,82,14
2,cycle2_seed46,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,88,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed46__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,318.9155,130.6085,337,4,0.1509,0.4047,5.6,37.7,1.0,0,0.7371,0.0,0.0,4.0465,0.231,3.893,3.893,0.234,81.9,558.2,7786,8093,462,7786,468
2,cycle2_seed47,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,89,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed47__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,329.8215,5.632,337,0,0.1268,0.5593,30.8,0.0,0.878,1757,0.0023,0.0,0.0,0.313,0.0015,0.1595,0.1595,0.0065,2067.8,986.9,319,626,3,319,13
2,cycle2_seed48,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,90,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed48__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,310.3815,136.164,330,165,0.1709,0.3932,5.6,63.9,1.0,0,0.8215,0.0,0.997,6.3275,0.2515,6.1775,6.1775,0.174,50.2,782.6,12355,12655,503,12355,348
2,cycle2_seed49,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,91,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed49__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,304.996,137.5625,336,169,0.1852,0.37,5.6,64.1,1.0,0,0.8018,0.0,0.9912,6.1965,0.266,6.0435,6.0435,0.1865,50.5,737.6,12087,12393,532,12087,373
3,cycle3_seed0,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,42,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed0__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,247.525,128.456,0,62,0.3302,0.3665,6.1,74.7,0.9215,1844,0.6714,0.0,0.0,6.931,0.2535,6.946,6.946,0.2275,38.7,564.6,13892,13862,507,13892,455
3,cycle3_seed1,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,43,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed1__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,268.9425,140.437,0,76,0.2861,0.2885,5.6,52.2,0.9635,1928,0.8321,0.0,0.0,7.826,0.29,7.841,7.841,0.257,35.6,546.4,15682,15652,580,15682,514
3,cycle3_seed2,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,44,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed2__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,225.5875,126.86,0,65,0.3484,0.3324,6.4,65.4,0.8965,1794,0.6669,0.0,0.0,7.234,0.276,7.249,7.249,0.2485,34.7,510.5,14498,14468,552,14498,497
3,cycle3_seed3,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,45,1743,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed3__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1743steps.csv,203.91222030981064,103.82329317269075,0,0,0.377,0.5228,6.8,49.4,0.7562,1319,0.4622,0.0,0.0,4.668388,0.214573,4.6856,4.6856,0.22031,57.6,471.5,8167,8137,374,8167,384
3,cycle3_seed4,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,46,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed4__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,161.058,54.0915,1,0,0.9919,0.8276,7.9,36.9,0.772,1545,0.2035,0.0,0.0,2.3155,0.1235,2.33,2.33,0.1285,69.1,545.3,4660,4631,247,4660,257
3,cycle3_seed5,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,47,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed5__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,327.8455,6.8495,337,0,0.1452,1.1586,36.4,0.0,0.9605,1922,0.0069,0.0,0.0,0.394,0.009,0.2405,0.2405,0.014,1363.2,509.4,481,788,18,481,28
3,cycle3_seed6,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,48,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed6__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,329.733,3.7035,337,0,0.1291,0.7321,45.7,0.0,0.506,1013,0.004,0.0,0.0,0.2115,0.0035,0.058,0.058,0.0085,5685.1,861.1,116,423,7,116,17
3,cycle3_seed7,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,49,994,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed7__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_994steps.csv,159.6287726358149,82.81891348088531,0,0,0.3648,0.6931,7.0,0.0,0.5996,597,0.3133,0.0,0.0,3.848089,0.239437,3.87827,3.87827,0.249497,68.6,332.3,3855,3825,238,3855,248
3,cycle3_seed8,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,50,1062,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed8__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1062steps.csv,138.22316384180792,91.984934086629,0,0,0.331,0.5318,5.1,0.0,0.5217,555,0.2838,0.0,0.0,4.047081,0.169492,4.07533,4.07533,0.178908,65.0,514.6,4328,4298,180,4328,190
3,cycle3_seed9,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,51,1723,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed9__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1723steps.csv,202.742890307603,115.50493325594891,0,0,0.3137,0.4574,5.3,68.6,0.7609,1312,0.5912,0.0,0.0,6.65177,0.252467,6.669182,6.669182,0.25827,40.0,447.5,11491,11461,435,11491,445
3,cycle3_seed10,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,52,1420,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed10__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1420steps.csv,173.84859154929578,109.83802816901408,0,0,0.3131,0.4714,5.3,79.6,0.6296,895,0.4133,0.0,0.0,4.621831,0.212676,4.642958,4.642958,0.219718,59.5,500.3,6593,6563,302,6593,312
3,cycle3_seed11,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,53,1612,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed11__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1612steps.csv,198.75558312655087,88.74069478908189,0,0,0.3478,0.6645,6.8,116.5,0.7215,1164,0.3805,0.0,0.0,4.19727,0.188586,4.215881,4.215881,0.194789,65.3,455.9,6796,6766,304,6796,314
3,cycle3_seed12,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,54,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed12__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,319.9785,25.379,337,0,0.192,1.0229,6.9,0.0,0.472,945,0.1289,0.0,0.0,0.862,0.0725,0.7085,0.7085,0.0775,451.6,693.8,1417,1724,145,1417,155
3,cycle3_seed13,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,55,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed13__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,58.892,37.6245,1,0,1.9523,0.6826,7.3,20.5,0.537,1075,0.1268,0.0,0.0,1.4365,0.0915,1.451,1.451,0.0965,40.6,726.1,2902,2873,183,2902,193
3,cycle3_seed14,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,56,1177,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed14__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1177steps.csv,111.09685641461344,77.946474086661,0,0,0.6718,0.5407,5.9,16.2,0.5811,685,0.2214,0.0,0.0,2.8887,0.171623,2.914189,2.914189,0.180119,65.6,433.1,3430,3400,202,3430,212
3,cycle3_seed15,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,57,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed15__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,329.1815,8.03,337,0,0.1327,1.0822,44.7,0.0,0.6945,1390,0.0037,0.0,0.0,0.382,0.014,0.2285,0.2285,0.019,1440.6,608.5,457,764,28,457,38
3,cycle3_seed16,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,58,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed16__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,279.5325,137.606,321,160,0.2806,0.3109,6.0,59.9,1.0,0,0.8028,0.0,1.0,7.602,0.3085,7.4565,7.4565,0.2335,37.5,589.3,14913,15204,617,14913,467
3,cycle3_seed17,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,59,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed17__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,120.505,63.343,1,0,1.2132,0.6999,5.2,34.3,0.7175,1436,0.3547,0.0,0.0,3.3255,0.1375,3.34,3.34,0.1425,36.1,619.5,6680,6651,275,6680,285
3,cycle3_seed18,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,60,1199,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed18__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1199steps.csv,191.3352793994996,97.52710592160132,0,0,0.2557,0.6245,6.2,28.3,0.6497,780,0.4534,0.0,0.0,3.849041,0.253545,3.874062,3.874062,0.261885,76.0,372.7,4645,4615,304,4645,314
3,cycle3_seed19,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,61,1466,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed19__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1466steps.csv,185.2776261937244,109.86357435197816,0,0,0.3577,0.4943,5.1,44.8,0.7101,1042,0.5664,0.0,0.0,5.48704,0.186903,5.507503,5.507503,0.193724,47.4,567.5,8074,8044,274,8074,284
3,cycle3_seed20,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,62,1835,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed20__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1835steps.csv,219.4196185286104,104.68228882833787,0,0,0.4271,0.5654,6.1,112.9,0.8474,1556,0.4943,0.0,0.0,5.543324,0.218529,5.559673,5.559673,0.223978,46.6,467.6,10202,10172,401,10202,411
3,cycle3_seed21,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,63,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed21__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,46.455,23.8815,1,0,2.3771,0.5794,6.1,0.0,0.393,787,0.0322,0.0,0.0,0.6675,0.0635,0.682,0.682,0.0685,68.1,887.1,1364,1335,127,1364,137
3,cycle3_seed22,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,64,1267,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed22__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1267steps.csv,168.5698500394633,90.07971586424624,0,0,0.3821,0.6593,6.0,101.0,0.6354,806,0.3918,0.0,0.0,4.122336,0.197316,4.146014,4.146014,0.205209,64.0,439.3,5253,5223,250,5253,260
3,cycle3_seed23,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,65,1801,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed23__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1801steps.csv,220.61465852304275,68.69072737368128,0,0,0.2579,0.8683,6.5,29.8,0.7435,1340,0.2682,0.0,0.0,3.192671,0.162132,3.209328,3.209328,0.167685,92.5,409.9,5780,5750,292,5780,302
3,cycle3_seed24,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,66,1117,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed24__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1117steps.csv,188.85138764547892,97.49507609668755,0,0,0.3575,0.6,5.2,23.4,0.6867,768,0.4299,0.0,0.0,4.08684,0.206804,4.113697,4.113697,0.215756,66.9,452.3,4595,4565,231,4595,241
3,cycle3_seed25,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,67,1070,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed25__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1070steps.csv,158.33644859813083,93.73271028037384,0,0,0.3397,0.5613,5.3,99.0,0.5813,623,0.3027,0.0,0.0,3.93271,0.186916,3.960748,3.960748,0.196262,68.8,478.0,4238,4208,200,4238,210
3,cycle3_seed26,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,68,987,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed26__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_987steps.csv,111.38500506585612,58.43566362715299,0,0,0.4427,0.5945,7.3,0.0,0.4286,424,0.0379,0.0,0.0,1.462006,0.126646,1.492401,1.492401,0.136778,174.1,427.7,1473,1443,125,1473,135
3,cycle3_seed27,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,69,825,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed27__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_825steps.csv,107.6,78.80121212121212,0,0,0.4667,0.63,5.2,0.0,0.4388,363,0.1493,0.0,0.0,2.769697,0.185455,2.806061,2.806061,0.197576,87.4,399.3,2315,2285,153,2315,163
3,cycle3_seed28,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,70,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed28__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,226.952,127.153,0,39,0.3659,0.3356,5.8,53.8,0.8755,1752,0.6381,0.0,0.0,6.3975,0.2915,6.4125,6.4125,0.277,40.4,459.0,12825,12795,583,12825,554
3,cycle3_seed29,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,71,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed29__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,202.8565,120.6455,0,100,0.4444,0.3246,7.4,92.4,0.9085,1818,0.6534,0.0,0.0,6.9225,0.205,6.9375,6.9375,0.16,32.2,754.0,13875,13845,410,13875,320
3,cycle3_seed30,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,72,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed30__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,227.955,128.4525,0,37,0.2709,0.3512,5.5,62.3,0.8275,1656,0.689,0.0,0.0,6.9145,0.274,6.9295,6.9295,0.2605,39.8,493.1,13859,13829,548,13859,521
3,cycle3_seed31,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,73,1309,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed31__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1309steps.csv,177.09472880061116,92.75401069518716,0,0,0.3537,0.6122,8.1,44.0,0.6692,877,0.3992,0.0,0.0,4.603514,0.191749,4.626432,4.626432,0.199389,57.2,465.5,6056,6026,251,6056,261
3,cycle3_seed32,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,74,1362,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed32__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1362steps.csv,198.58957415565345,98.96842878120412,0,0,0.2352,0.5781,5.3,49.5,0.6769,923,0.4401,0.0,0.0,4.785609,0.20558,4.807636,4.807636,0.212922,61.0,465.2,6548,6518,280,6548,290
3,cycle3_seed33,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,75,1530,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed33__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_1530steps.csv,197.23529411764707,119.26797385620915,0,0,0.2604,0.4213,5.9,47.2,0.7144,1094,0.5869,0.0,0.0,5.776471,0.271895,5.796078,5.796078,0.278431,47.6,428.6,8868,8838,416,8868,426
3,cycle3_seed34,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle3.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle3.pkl,76,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle3_seed34__trained_prey_48_protocol2_cycle3__trained_predator_48_protocol2_cycle3_2000steps.csv,326.308,4.2735,337,0,0.1608,0.7511,73.8,0.0,0.5105,1022,0.0149,0.0,0.0,0.2125,0.0035,0.059,0.059,0.0085,5530.6,984.8,118,425,7,118,17
